,MAL_ID,Name,Score,Genres,sypnopsis,Japanese name,poster_url
141,6093,Anmitsu Hime,6.3,"Comedy, Historical, Shoujo","Based on a manga by Kurakane Shousuke serialised in the Shoujo magazine. Anmitsu is a tomboy princess living happily at the Amakara Castle. Our story begins when she turns ten years old and gets a home tutor Castella from the Pudding Kingdom as a present from her parents. But they were very wrong when they thought that Anmitsu will finally start studying seriously, because she will frequently escape from the castle looking for some fun, and in the process she will learn a lot about the outside world, make numerous friends and cause endless trouble for the inhabitants of the castle who are supposed to take care of her.",あんみつ姫,https://image.tmdb.org/t/p/w500/2ErzczYhLaRA8Vb8niazfBqSJQb.jpg
142,12017,Tiger & Bunny Movie 2: The Rising,7.81,"Action, Mystery, Comedy, Super Power","The film will revolve around a mystery that happens on the day of the ""Justice Day"" festival that celebrates Sternbild's legendary goddess. (Source: ANN)",劇場版 TIGER & BUNNY -The Rising-,https://image.tmdb.org/t/p/w500/wlaFtzuEm9OGQQMnDgMVbhQph3x.jpg
143,7786,Arabian Nights: Sindbad no Bouken,5.41,"Action, Adventure, Fantasy","This is a work by Toei Animation Co., Ltd. with screenplay by Tezuka Osamu in cooperation with novelist Kita Morio. Sinbad and a boy, Ali, are stowaways on the transport ship ""Boulder,"" but they win their proper places on the ship after currying the favor of the captain. Then the beautiful princess Samir jumps on board to escape a wicked minister who wants to marry her, and Sinbad goes through a series of adventures to protect the princess. The story unfolds with ups and downs, full of dramatic episodes from the original story such as a rough-and-tumble battle with a strange bird that is guarding diamonds.",アラビアンナイト　シンドバッドの冒険,https://image.tmdb.org/t/p/w500/pRgvM4KTkgiJVkerVMZc6bCwGA7.jpg
144,21273,Gochuumon wa Usagi Desu ka?,7.52,"Slice of Life, Comedy","Kokoa Hoto is a positive and energetic girl who becomes friends with anyone in just three seconds. After moving in with the Kafuu family in order to attend high school away from home, she immediately befriends the shy and precocious granddaughter of Rabbit House cafe's founder, Chino Kafuu, who is often seen with the talking rabbit, Tippy, on her head. After beginning to work as a waitress in return for room and board, Kokoa also befriends another part-timer, Rize Tedeza, who has unusual behavior and significant physical capabilities due to her military upbringing; Chiya Ujimatsu, a waitress from a rival cafe who does everything at her own pace; and Sharo Kirima, another waitress at a different cafe who has the air of a noblewoman despite being impoverished. With fluffy silliness and caffeinated fun, Gochuumon wa Usagi Desu ka? is a heartwarming comedy about five young waitresses and their amusing adventures in the town they call home.",ご注文はうさぎですか？,https://image.tmdb.org/t/p/w500/x6LpFNSKb140SRClJdWC7U8qpFq.jpg
145,38098,Mix,7.25,"Drama, Romance, School, Shounen, Sports","Because of the legend left by Tatsuya Uesugi, Meisei Academy High School was well-known for their strong baseball team. But 26 years after their glory, the team has not been able to keep their record and has since lost their fame. Two stepbrothers, Souichirou and Touma Tachibana, aim to revive of the once-strong Meisei Academy baseball team and enter the National High School Baseball Championship. Souichirou and Touma are second years in Meisei Academy Middle School. Both boys are talented baseball players. Souichirou has shown excellent skill as a catcher and batter. Though having an extraordinary skill as a pitcher, Touma no longer pitches due to a certain reason. Once the two enter high school, they pair as a battery and aim to enter the National High School Baseball Championship! (Source: YTV, edited)",MIX（ミックス）,https://image.tmdb.org/t/p/w500/7MYEHLKj61mRn5dPkzrycCcQWCD.jpg
146,6993,Koneko no Rakugaki,5.82,Comedy,Yasuji Mori's short about a kitten drawing pictures on a wall.,こねこのらくがき,https://image.tmdb.org/t/p/w500/i2ImPb7XRy0Fnre7bKdL9GXwfwY.jpg
147,39675,Ling Long: Incarnation,7.34,"Action, Sci-Fi, Horror, Demons, Drama, Thriller","In the not-too-distant future, the human world has long been overpopulated. Humanity marched to the stars in search of a new home, and just as this was going on, the moon's alignment caused massive earthquakes to ripple across the world, lasting several decades. Humanity was demolished. When the land finally recovered, humanity reemerged to face this strange yet familiar world. Will we, who once lorded over this domain, still remain the masters of this world? (Source: Yu Alexius Anime Portal)",灵笼:INCARNATION,https://image.tmdb.org/t/p/w500/o6GxGVneJzHVvVR3OrVJujnxXNK.jpg
148,25985,Contact,5.18,"Sci-Fi, Comedy, Kids",Backkom short about him meeting an alien.,Contact,https://image.tmdb.org/t/p/w500/bCpMIywuNZeWt3i5UMLEIc0VSwM.jpg
149,6971,Gegege no Kitarou (1971),6.45,"Adventure, Super Power, Demons, Supernatural","Kitarou, a ghost, spends his afterlife helping humans in need of his skills. He thwarts the plans of evil spirits who live to torment humanity.",ゲゲゲの鬼太郎,https://image.tmdb.org/t/p/w500/91YawYIJUyUjGrM5ziklKvxP0JW.jpg
150,395,Gantz 2nd Stage,7.08,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi","Kurono Kei and his ex-elementary school classmate, Kato Masaru have survived the first two ordeals that the unknown black sphere Gantz has sent them through. Exploding body parts, struggling to stay alive till the last seconds and seeing your fellow comrades fall in a pile of blood and gore are norm to them now. They are aware now that Gantz can call them up along with any new deeds, at any time for another confrontation with aliens. Will Kato's experiences in the Gantz world give him the same courage in the real world? With fellow veteran Gantzer Kei Kishimoto currently staying at Kurono's home as his ""adopted pet"", can Kurono stave off his growing lust for her mammaries? What the heck is Gantz? (Source: anime-source.com)",ガンツ,https://image.tmdb.org/t/p/w500/9yTuw6ddf28lItHwgeqFSNtXsaG.jpg
151,1676,Cosmo Warrior Zero,6.56,"Action, Adventure, Military, Sci-Fi, Space","The long war between the planet Earth and the machine men is finally over, resulting in a peace that is more a victory for the machine men than the Earth. Warrius Zero lost his family in the war to the machine men but despite this he is still is a member of the Earth fleet that is now working in concert with the machine men. His ship, made up of both humans and machine men, has been given a near impossible task: capture the space pirate Captain Harlock. While Zero struggles to accomplish this task, evidence begins to surface that the peace between machine men and Earth may not be as it seems... (Source: ANN)",コスモウォーリアー零,https://image.tmdb.org/t/p/w500/lZ0ONV88F9iAnNffCOlbBF2cxqL.jpg
152,10532,Working'!! Announcement Specials,6.79,Comedy,"Several characters announce the new season. Episode 1 - April Fool Announcement (Hana and Daisuke) Episode 2 - True Announcement (Aoi, Popura, and Souta)",ワーキング!!,https://image.tmdb.org/t/p/w500/vUZqG2SvTkAlMVlzARXaMNCYMuk.jpg
153,527,Pokemon,7.34,"Action, Adventure, Comedy, Kids, Fantasy","Pokemon are peculiar creatures with a vast array of different abilities and appearances; many people, known as Pokemon trainers, capture and train them, often with the intent of battling others. Young Satoshi has not only dreamed of becoming a Pokemon trainer but also a ""Pokemon Master,"" and on the arrival of his 10th birthday, he finally has a chance to make that dream a reality. Unfortunately for him, all three Pokemon available to beginning trainers have already been claimed and only Pikachu, a rebellious Electric type Pokemon, remains. However, this chance encounter would mark the start of a lifelong friendship and an epic adventure! Setting off on a journey to become the very best, Satoshi and Pikachu travel across beautiful, sprawling regions with their friends Kasumi, a Water type trainer, and Takeshi, a Rock type trainer. But danger lurks around every corner. The infamous Team Rocket is always nearby, seeking to steal powerful Pokemon through nefarious schemes. It'll be up to Satoshi and his friends to thwart their efforts as he also strives to earn the eight Pokemon Gym Badges he'll need to challenge the Pokemon League, and eventually claim the title of Pokemon Master.",ポケットモンスター,https://image.tmdb.org/t/p/w500/uhWvnFgg3BNlcUz0Re1HfQqIcCD.jpg
154,23935,Kyutai Panic Adventure Returns!,5.03,"Action, Shounen, Super Power","special screened at an event named Odaiba Boken-Oh, featuring characters from Dragon Ball Z , One Piece and Kochira Katsushikaku Kameari Kouenmae Hashutsujo .",球体パニックアドベンチャーリターンズ!!!,https://image.tmdb.org/t/p/w500/eLFgrAGe6JtPMeQyzqJQUqIRKF.jpg
155,1433,Lupin III: Babylon no Ougon Densetsu,6.57,"Action, Adventure, Mystery, Comedy, Seinen","sterious Babylonian Tablets unearthed in Manhattan provide tantilizing clues about the location of the Tower of Babel - not the biblical one, but the original one, built out of solid gold! The Mob is out to get the gold, but so is Lupin III. It's Thugs vs. Thieves when Lupin & Co. go up against a fearsome flyswatting Polish Mafia boss, a bevy of beauty-contest policewomen, Zenigata, the hard-luck Interpol Inspector, a mysterious bag-lady AND his own girl-friend in a trans-continental trust-nobody trek after a treasure of biblical proportions! (Source: AniDB)",ルパン三世　バビロンの黄金伝説,https://image.tmdb.org/t/p/w500/kpLbAF7NOBGEf1ocGKIIoiDhovC.jpg
156,9967,W: Wish Omake,5.42,"Harem, School, Seinen",DVD only Extras.,W 〜ウィッシュ〜,https://image.tmdb.org/t/p/w500/nR9mgNV2FaXLJs4BzZg160dXWJC.jpg
157,1033,Sennen Joyuu,8.27,"Action, Adventure, Drama, Fantasy, Historical, Romance","he turn of the millennium, Ginei Studio's dilapidated buildings are set to be demolished. Ex-employee and filmmaker Genya Tachibana decides to honor this occasion with a commemorative documentary about the company's star actress: Chiyoko Fujiwara, the reclusive sweetheart of Shouwa Era cinema. Having finally obtained permission to interview the retired starlet, an enamored Genya drags along cynical cameraman Kyouji Ida to meet her, ready to put his lifelong idol back in the spotlight once more. Hidden in this secluded mountain retreat is a thousand years of history condensed into one lifetime, waiting to be narrated. Chiyoko's recollections take them on an illusionary journey through Japanese cinematic history that transcends the boundaries of reality; the saga of her acting career intertwines with her filmography, the actors in her life blend seamlessly with the characters on screen, and the present melds with the past. Though the actress may have retired at the height of her career 30 years ago, the curtain on her life's stage has yet to fall.",千年女優,https://image.tmdb.org/t/p/w500/p44UXOFBCY5xbpCKEsWpi4filCD.jpg
158,11019,Pokemon 3D Adventure: Mew wo Sagase!,7.04,"Adventure, Comedy, Fantasy, Kids","Pikachu and Meowth are on a search: a search for the elusive Pokémon, Mew. They search everywhere! The sea, the sky, the woods...will they ever find Mew? (Source: Bulbapedia)",ポケモン３Ｄアドベンチャー　ミュウを探せ！,https://image.tmdb.org/t/p/w500/n7bC4JeWaaX2bY4vNtdlY66w87C.jpg
159,1471,City Hunter 2,8.06,"Action, Comedy, Mystery, Shounen","o Saeba is a ""sweeper"" know as the City Hunter. He and his sidekick Kaori Makimura are hired to solve problems that the police can't (or won't) handle. When he's not keeping the streets of Tokyo clean, Ryo is chasing the ladies, and Kaori chases after him with a giant anti-ecchi hammer. (Source: ANN)",シティーハンター2,https://image.tmdb.org/t/p/w500/4D8oQeBtF6wGOfgJLvWMntxlMNk.jpg
160,438,Phantom The Animation,6.54,"Action, Drama, Shounen","Zwei was an ordinary person, until one day, while walking the streets a night, he witnessed a brutal assassination. He managed to avoid the sniper, a young girl named Ein, but was soon captured, and had the memories of his former life erased. He is spared death only by accepting a condition: to train to become an assassin alongside Ein. Now, he must find a way to free himself from this shady world and reclaim his life once again. (Source: ANN)",ファントム THE ANIMATION,https://image.tmdb.org/t/p/w500/zNaweWLkwIAsrdeBq4Hu6j6EO5a.jpg
161,9421,SMAnime,6.47,"Action, Seinen",Three shorts directed by Takeshi Koike for a SMAP concert.,スマアニメ,https://image.tmdb.org/t/p/w500/sWzcdA8SOYod9AmqRZWVWKj42A2.jpg
162,31689,Requiem (ONA),3.92,Dementia,Short animation by Sawako Kabuki.,レクイエム,https://image.tmdb.org/t/p/w500/t20bJX1sY1qhuatZevPW3oTT6pY.jpg
163,1926,Jishu Seisaku Movie Binchou-tan,6.06,"Slice of Life, Music","Binchou-tan wakes up in her tattered wooden hut only to discover that her water barrel is almost empty. She decides to go to the nearby stream, only to find the fast-flowing water to be brown. Walking the path to town, past green fields, Binchou-tan finally reaches an old water pump on the central marketplace, and fills her wooden bucket. On the way home it starts to rain, so she lets the rain fill the bucket to the rim, preparing herself for the next work day. (Source: AniDB)",自主制作ムービー びんちょうタン,https://image.tmdb.org/t/p/w500/lPyUaF4QJRt2ayUk4emwwWofCDA.jpg
164,6060,1-gatsu ni wa Christmas,5.46,"Drama, Romance","Nobumasa is a boy who works part-time in a shoe store, where he meets Mizuki, a girl whose abusive family life has left her unable to trust other people. Meanwhile, Nobumasa is unaware that another girl, Seiko, has a crush on him but is unable to express her feelings. (Source: The Anime Encyclopedia)",1月にはChristmas,https://image.tmdb.org/t/p/w500/aGrZnKinSNflZ6dUq26TtP2e4tF.jpg
165,12429,Last Exile: Ginyoku no Fam - Adjournment,6.49,"Action, Sci-Fi, Adventure","""First adjournment"" (episode 9.5) is a recap of the first nine episodes of Last Exile: Ginyoku no Fam. ""Second adjournment"" (episode 15.5) is a recap of the first Last Exile series.",ラストエグザイル-銀翼のファム-,https://image.tmdb.org/t/p/w500/tdYXQkH7MInnetKB1zjyfOE0mCi.jpg
166,23037,Bakumatsu Rock,6.05,"Action, Music, Comedy, Historical, Shoujo","ouma Sakamoto wants everyone to know about his passion for rock 'n' roll, so he roams around town with his electric guitar willing to show anyone he encounters that he's just as skilled as the famous Shinsengumi stars they admire. Unfortunately, Japan doesn't allow anything other than that group's Heaven's Songs, for writing or performing different types of music is forbidden and can lead to harsh consequences. Agitated by these strict rules and brainwashing, Ryouma does everything he can to show people that the music he loves will bring them the freedom they deserve. Along with his bandmates Shinsaku Takasugi and Kogoru Katsura, Ryouma works hard to find places for his rock 'n' roll group to perform. Refusing to back down until their music is accepted in Japan, the trio begin to realize that there's more to their passion than they had thought.",幕末Rock,https://image.tmdb.org/t/p/w500/6IZ57WBx0k0YYQOSugmDVuqiaXF.jpg
167,2548,Ai no Wakakusa Monogatari,7.43,"Drama, Historical, Slice of Life","g, faithful and gentle, Jo, independent and energetic, Beth, quiet and shy, Amy, amiable and precocious–the four sisters live vigorously and happily at home with their gentle mother while waiting for their father to return from the Civil War. Helping each other, they challenge their fates and grow up to become wonderful women.",愛の若草物語,https://image.tmdb.org/t/p/w500/2kYRrp3VHCjKR7lFTCivS2Ghacw.jpg
168,32030,MEMORiES MELODiES,7.09,Music,"Official music video for IDOLiSH7's song MEMORiES MELODiES . It was also included on the ""MONSTER GENERATiON"" album.",アイドリッシュセブン『MEMORiES MELODiES』,https://image.tmdb.org/t/p/w500/xH4QpO9JzuQlK06AoJM9bs2kAKN.jpg
169,30419,"Wake Up, Girls! Beyond the Bottom",7.21,"Music, Drama","Second movie sequel of Wake Up, Girls! .","Wake Up, Girls！Beyond the Bottom",https://image.tmdb.org/t/p/w500/57uJDVcu7A2qzD1LdToSF3JVOjP.jpg
170,10702,Tekken: Blood Vengeance,6.66,"Action, Fantasy, Martial Arts, Sci-Fi, Supernatural","High school student Ling Xiaoyu is recruited by Anna Williams of G Corporation to transfer to Kyoto University and gather information on a student named Shin Kamiya. Meanwhile, Jin Kazama, the current head of the Mishima Zaibatsu, sends Alisa Bosconovitch to the university for the same mission. Though they do not know each other's true motives, Xiaoyu and Alisa become close friends. However, their friendship is put to the test when Shin is captured by an unknown assailant. (Source: ANN)",鉄拳 BLOOD VENGEANCE,https://image.tmdb.org/t/p/w500/nYfa9yK6LlbE9K4U7Ved815RgMM.jpg
171,15775,Saint☆Oniisan,7.51,"Comedy, Seinen, Slice of Life","Jesus Christ and Gautama Buddha, the founders of Christianity and Buddhism, are living together as roommates in a Tokyo apartment while taking a vacation on Earth. The comedy often involves jokes about Christianity, Buddhism, and all things related, as well as the main characters' attempts to hide their identities and understand modern society in Japan.",聖☆おにいさん,https://image.tmdb.org/t/p/w500/oeTiyyFgP4PSya310BTExpoxIGi.jpg
172,6654,Namakura Gatana,5.55,"Comedy, Samurai","Namakura Gatana, meaning ""dull-edged sword,"" is a two-minute comedy about a samurai who, thanks to his dull instrument, loses every time he attacks a weak opponent. In order to examine the sword, he tries to attack passers-by, but lower-class townspeople fight back and knock him down. (Source: AniDB)",なまくら刀（塙凹内名刀之巻）,https://image.tmdb.org/t/p/w500/zW3QRDTsfMXxnNCKuwwyrNpiY3r.jpg
173,22943,Mugen Senshi Valis,5.59,"Action, Adventure, Fantasy","ugen Senshi Valis is a Japanese platform game series developed by Telenet Japan. The Valis games (as they were known in America) tell the story of Yuko Asou, a Japanese student of the late 1980s that is bound to protect three different kingdoms - our own land, the land of the Spirits, and Vecanti, the world of dreams, by using a mystical sword called Valis. This short anime clip was made as TV commercial for the Nintendo Famicom game.",夢幻戦士ヴァリス,https://image.tmdb.org/t/p/w500/2KjDEF0Jjmlhj1W7dqKNNQmQz9G.jpg
174,4202,Mokke Specials,6.91,"Mystery, Slice of Life, Supernatural",okke Special Episodes: 1. Toorikaze (Passing Wind) 2. Mitsua Shigaeru,もっけ,https://image.tmdb.org/t/p/w500/ptA4X9RakEEVj4tdUw4X5SkiwXC.jpg
175,1047,On Your Mark,7.49,"Sci-Fi, Music, Drama","In the future, mankind can no longer live on the ground due to intense radiation, both from the sun and from an abandoned nuclear plant. One day, a group of special police raided a religious cult compound, and after a fierce firefight two policemen found a winged mutant girl, with chains on her arms, barely alive. However, government scientists dressed in hazardous material suits immediately intervened and brought her back to a research facility. Realizing they were merely transferring her from one prison to another, those two policemen formulated a daring plan to set her free once and for all. (Source: ANN)",On Your Mark CHAGE & ASKA,https://image.tmdb.org/t/p/w500/bQIsgvkGaKAgqkiRi1IOmb37dlm.jpg
176,2994,Death Note: Rewrite,7.71,"Mystery, Police, Psychological, Supernatural, Thriller","1. Genshisuru Kami (Visions of a God) A two hour episode of Death Note, mainly a compilation of the confrontations between Light and L, re-edited from Ryuk's perspective with new dialogue and soundtrack along with additional animation that could not be included in the original series. An Unnamed Shinigami comes to Ryuk to question him about his new story in the human world. 2. L o Tsugu Mono (L's Successors) This story continues where the previous left off, continuing the story of Light. As the previous special told Light and L's battles, this story does the same with the conflicts between Light, Mello, and Near. (Source: Wikipedia)",ディレクターズカット完全決着版 〜リライト,https://image.tmdb.org/t/p/w500/pUCxVsSLC1BHUn74Co3WhJk2JuG.jpg
177,42600,Never Giving Up!,6.56,Music,"usic video released on the Love Live! official YouTube channel for the song Never giving up! that was featured on Chika Takami's first solo album ""One More Sunshine Story"". The video was animated by MONO-Devoid.",Never giving up!,https://image.tmdb.org/t/p/w500/9OR4cH1xlKxwCB1Tx0ikUCz2azg.jpg
178,2520,Dragon Ball Specials,6.73,"Fantasy, Comedy, Super Power, Shounen","Specials included with the original series. Goku no Koutsuuanzen (Goku's Traffic Safety) Goku is heading to West City to attend Bulma's birthday party, and on the way he ends up learning the rules for getting through traffic. The movie was for children to watch so it would teach them how to get across a pedestrian crossing. Goku no Shouboutai (Goku's Fire Brigade) An episode for kids where Goku and the others work for the Fire brigade and explain how avoid problems with fire.",ドラゴンボール,https://image.tmdb.org/t/p/w500/1azUShBxKqHUUJf61BIpnJTtAWO.jpg
179,34632,Such a Good Place to Die,5.71,Dementia,short film by Onohana.,such a good place to die,https://image.tmdb.org/t/p/w500/7Mq78dc6E0BwW7tfbIQMDlGWQEK.jpg
180,32222,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,6.34,"Comedy, Kids, Supernatural",Third Youkai Watch movie.,映画 妖怪ウォッチ 空飛ぶクジラとダブル世界の大冒険だニャン！,https://image.tmdb.org/t/p/w500/fiVQhYmFW5GXw0fsPZ5hgCdDzZv.jpg
181,28891,Haikyuu!! Second Season,8.73,"Comedy, Sports, Drama, School, Shounen","Following their participation at the Inter-High, the Karasuno High School volleyball team attempts to refocus their efforts, aiming to conquer the Spring tournament instead. When they receive an invitation from long-standing rival Nekoma High, Karasuno agrees to take part in a large training camp alongside many notable volleyball teams in Tokyo and even some national level players. By playing with some of the toughest teams in Japan, they hope not only to sharpen their skills, but also come up with new attacks that would strengthen them. Moreover, Hinata and Kageyama attempt to devise a more powerful weapon, one that could possibly break the sturdiest of blocks. Facing what may be their last chance at victory before the senior players graduate, the members of Karasuno's volleyball team must learn to settle their differences and train harder than ever if they hope to overcome formidable opponents old and new—including their archrival Aoba Jousai and its world-class setter Tooru Oikawa.",ハイキュー!! セカンドシーズン,https://image.tmdb.org/t/p/w500/zstCDlJbuLfZYHNCYygI4syDwrd.jpg
182,7170,Kataku,6.08,"Supernatural, Demons, Historical","any years ago, a young woman named Unai-Otome lived in the village of Ikuta. As she was beautiful it was no surprise that she had two suitors, both deeply in love with her. The girl was torn apart over which one to choose. In her desperation she chose a third option - taking her own life. Although her intentions were absolutely pure, not even in death did she find the solace she desired. Many decades later, a pilgrim walking by her grave meets a beautiful young woman and her story once again rises from the depths of time.... With a plot based on a classic play of Noh traditional theatre, the film presents the peak of Kawamoto’s mastery thanks to its expert mediation of the absurdity of the human condition. (Source: Karlovy Vary International Film Festival)",火宅,https://image.tmdb.org/t/p/w500/8iIei17w5DVEz4P9OjxIM10f7Jh.jpg
183,10838,Double-J,5.5,"Comedy, School, Shounen","In a school where after school activities are mandatory among all students, Hajime and her friend Sayo come across a new club that they have never seen before. The club is called ""The Cultural Activity Preservation Club."" The two enter the room to find all kinds of analog jobs and activities, such as handcrafting mats and toothpicks. This is a unique cultural anime mixed with comedy so as not to bore you, this is Double J! (Source: Mangahelpers, edited)",だぶるじぇい,https://image.tmdb.org/t/p/w500/lSYMeHoUh9uWX2kXi9Fqe4BX2Ml.jpg
184,32294,Ai (ONA),2.61,Romance,Short animation by Rapparu.,愛,https://image.tmdb.org/t/p/w500/zMr8Gvsz8RmfljWP8OukBpzJYtS.jpg
185,36308,Blade Runner: Black Out 2022,6.98,"Sci-Fi, Thriller","In 2022, an EMP detonation causes a global blackout that has massive, destructive implications all over the world. Directed by Cowboy Bebop and Samurai Champloo 's Shinichiro Watanabe, Blade Runner: Black Out 2022 is an animated short which serves as a prologue for the feature film Blade Runner 2049 . (Source: Crunchyroll, edited)",BLADE RUNNER BLACK OUT 2022,https://image.tmdb.org/t/p/w500/zzRjnUOVXyjp2WudgT7KxJLYh9D.jpg
186,41168,Nakitai Watashi wa Neko wo Kaburu,7.39,"Comedy, Supernatural, Drama, Romance, School","o Sasaki is an energetic high school girl who comes from a broken family consisting of her unconfident father and an overly invested stepmother, whose attempts at connecting with Miyo come across as bothersome. Seeing Kento Hinode as a refuge from all her personal issues, she can't help herself from forcing her unorthodox demonstrations of love onto her crush. While Miyo is unable to get Kento's attention as herself, she manages to succeed by interacting with him in the form of a white cat, affectionately nicknamed ""Tarou"" by Kento. But Miyo soon realizes that she can't help Kento with the various problems she overhears in her cat form and is now caught between two tough choices. Will she continue her relationship with him as a cat, or will she reveal her identity and risk what they have, in order to help him as her human self?",泣きたい私は猫をかぶる,https://image.tmdb.org/t/p/w500/6inkRM1XGBG5vRhclCPWfMenp7N.jpg
187,32648,Handa-kun,7.39,"Slice of Life, Comedy, Shounen","Hated by everyone around him, Sei Handa goes about his high school life regarded as an outcast—or at least that's what he believes. In reality, Sei is the most popular student on campus, revered by all for his incomparable calligraphy skills, good looks, and cool personality. However, due an endless series of misunderstandings, Handa perceives the worship he receives from his legions of fans as bullying, leading the school's idol to shut himself off from the rest of his classmates. But distancing himself from his peers doesn't deter them from adoring him; in fact, his attempts at drawing attention away from himself often end up unintentionally converting even the most skeptical of students into believers. Fashion models, shut-in delinquents, obsessive fangirls, and more—none can stand against the brilliance that is Sei Handa.",はんだくん,https://image.tmdb.org/t/p/w500/wFYosQXrqikjeI5rqALROaOzoj1.jpg
188,33010,FLCL Progressive,6.42,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi","Hidomi Hibajiri is a dissilusioned young girl who never takes off her headphones. Her whole life consists of going to school, helping out at her mother's cafe, and listening to music. And with nothing else to break the crippling monotony, she keeps her headphones on at all times. That is, until she is run over by a mysterious guitar-wielding woman. That same night, a robot barges into Hidomi’s room along with a boy from her class, Ko Ide, and the kids are chased around town together. They're saved by the guitar-wielding woman from before, but now Hidomi's got a horn growing from her forehead? Who knows where these robots are coming from, what kind of vespa woman this weird guitar woman is warning her about, or what this thing on her forehead is, but it doesn't look like Hidomi is going to be able to ignore all this with headphones!",フリクリ プログレ,https://image.tmdb.org/t/p/w500/788yb9ecJ4Yp9QyW1bRrDKAuJTb.jpg
189,91,Mobile Suit Gundam Wing: Endless Waltz,7.76,"Action, Drama, Mecha, Military, Sci-Fi, Space","In the year After Colony 196, one year after the conclusion of the intergalactic civil war, a state of stasis prevails over the Earth and its colonies. Seeing no further use for their Gundam mobile suits, war heroes Duo Maxwell, Heero Yuy, Trowa Barton, and Quatre Raberba Winner decide to destroy these weapons by launching them into the sun's surface. Before the Gundam reach their destination, the universal peace is shattered by the emergence of Mariemaia Khushrenada—the only child of the former tyrannical aristocrat Treize. Mariemaia abducts diplomat Relena Peacecraft and announces plans to launch ""Operation Meteor,"" with the intention of posthumously fulfilling Treize's world domination plot. With the help of former enemy Zechs Marquise and his mobile suit Tallgeese, the heroic pilots must reacquire their mobile suits to wage one final battle against the Khushrenada dynasty, including fighting against their former ally Wufei Chang, now aligning himself with Mariemaia's ambitions.",新機動戦記ガンダムW エンドレス・ワルツ,https://image.tmdb.org/t/p/w500/cC3DYOZFHKXtYUZ89bKRCoV2X6C.jpg
190,2733,MiniPato,6.44,Parody,"Unlike most shows the three episodes are not only totally unrelated to each other but really don't follow a plot as such and are more a light hearted jibe at both the Patlabor series (TV and films) and other ""mecha"" Anime. Episode 1 is a brief introduction to the weaponry carried by the Ingram and how it was designed and why it is the way it is. Episode 2 looks at the design and maintenance of the Ingram 98 AV in SVU2 and takes a swipe at the marketing forces behind them (as in merchandising for the series). Episode 3 is the only one to attempt to expand on a very minor point raised in the original TV show and just how SVU2 is actually funded. (Source: ANN)",ミニパト,https://image.tmdb.org/t/p/w500/3P1WXLMTnYPSR63cvB47s1y8wKC.jpg
191,3946,Jarinko Chie,7.05,"Slice of Life, Comedy, Drama, Seinen","Jarinko Chie is a movie directed by Takahata in 1981. Based on the very popular manga by Etsumi HARUKI, it is about ten year old Chie, ""the most unfortunate girl in Japan"", who manages her family diner while her unemployed yakuza father and her mother are separated. This sounds really depressing, but it's actually a very funny comedy. The story is set in Osaka, which has a totally different culture from Tokyo. After the success of the movie, a TV series was made, and Takahata worked as the chief director. (Source: nausicaa.net)",じゃりン子チエ,https://image.tmdb.org/t/p/w500/h1rzXMf9YsbAbA7nzOdIWxdbcK5.jpg
192,32762,Circles,5.27,Music,"music video for DOIMOI's song ""Circles.""",円群,https://image.tmdb.org/t/p/w500/xGlXwgPMU9D7rFSQRyKUftR5uoa.jpg
193,18533,Jungle Taitei Leo: Hon-o-ji,6.32,"Adventure, Drama",This is one of a number of original animated short films made for viewing at Tezuka Osamu World's Tezuka Osamu Animation Theater in Kyoto. (Source: ANN),ジャングル大帝:本能寺の変,https://image.tmdb.org/t/p/w500/rKXrmsOrgRA3BDOJUMCmgUsN3Gw.jpg
194,8598,Yuki,6.13,"Adventure, Demons, Fantasy","Up in Heaven, Yuki’s grandparents decide that, having turned thirteen years old, she must go down to Earth to a village that is torn by bandits and intervene to save its people. However, if she does not succeed within one year, she will become as insubstantial as the wind. Down in the village, Yuki is befriended by a group of orphans whose parents have been killed by the bandits and who now subsist by begging. Yuki amazes them by taming the wild horse Blizzard. She is instrumental in getting the orphans and farmers to stand up to first the warring bandits and then Goemon, the greedy lord that owns the region. Yuki must then face her greatest challenge when the displeased Demon God that lives in the volcano emerges to destroy those who live beneath. (Source: moria.co.nz/fantasy/yuki-snowfairy.htm)",ゆき,https://image.tmdb.org/t/p/w500/3XckI6B93lur43mVjyR529qw1N6.jpg
195,4713,Heart no Kuni no Alice: Wonderful Wonder World,6.08,"Fantasy, Harem, Romance, Shoujo","The girly but bloody otome game re-imagining of Lewis Carroll's classic fantasy novel Alice's Adventures in Wonderland with bishounen characters and added romance. A parody of Alice's Adventures in Wonderland where Alice is smart and non-doormatlike. In this story, Alice is not all what she seems. She is practical, strong, yet darkly cynical. Instead of the tradition story, Alice is kidnapped unwillingly by a mysterious (yet somewhat bishie-looking) man with bunny ears into a place call Heartland. Stuck in Heartland due to a trick by the mysterious bunny eared man, she meets the residents of this world. Along the way, Alice meets Blood, handsome mafia leader; Ace, the psycho yet charming knight and more... What should Alice do in such a world!? (Source: MU)",劇場版ハートの国のアリス～Wonderful Wonder World～,https://image.tmdb.org/t/p/w500/s6L5aBWj1wPDfzHUnrVqKoCNCVC.jpg
