,user_id,anime_id,rating,watching_status,watched_episodes
39719940,129042,37760,7,2,1
75711557,245140,31580,9,2,13
74773708,242090,9000,8,2,1
70042020,226669,431,8,2,1
33086189,107219,2963,7,2,13
98733031,319027,259,7,2,5
19416043,62774,32615,9,2,12
78754598,255031,2890,10,2,1
22608451,73180,14741,8,2,12
108074441,349683,841,6,2,16
94667171,305877,7711,9,2,1
87172870,281839,20583,9,2,25
96918642,313113,1824,6,2,1
72722580,235335,28825,8,2,12
9558651,31201,1575,7,3,10
26203313,84998,35851,9,2,1
96631941,312237,33836,7,2,12
61122010,198035,1575,8,2,25
14235599,46225,28891,10,2,25
104334903,337242,37105,8,2,12
75062895,243039,34299,7,2,1
19171655,62002,22547,5,2,13
90702121,293036,37349,7,1,5
51678508,167616,29513,4,2,1
78548707,254279,36108,7,2,12
3381330,11230,30778,8,2,1
50191973,162778,1090,8,2,1
3520314,11668,901,6,2,1
108060957,349638,16904,7,2,1
11938783,38818,38408,5,2,25
82409664,266868,3087,9,2,1
74289812,240521,1575,10,2,25
29215050,94684,10691,6,2,1
89643195,289743,6547,10,2,13
17251568,55952,10793,10,2,22
3731875,12364,467,8,2,26
14948871,48534,9253,9,2,24
52432467,170053,1,8,2,26
102364555,330753,25429,3,2,10
18631393,60330,38098,8,2,24
98838203,319363,1033,8,2,1
76749013,248627,37779,9,1,8
35674268,115793,23273,10,2,22
68738169,222357,1575,7,2,25
32600148,105785,79,6,2,24
49354303,160060,449,10,2,1
42201114,136817,31964,9,2,13
12323706,40029,16049,10,2,24
19741496,63787,21855,10,2,5
79929145,258920,249,10,2,167
10432959,33986,14741,10,2,12
104886850,338987,14289,7,2,13
35928402,116639,27989,8,2,13
102563029,331455,1535,7,2,37
48104768,156188,1397,4,2,49
31041713,100605,36946,8,2,1
28892159,93650,9367,7,2,12
96339131,311335,1535,7,2,37
76309168,247202,4654,10,2,24
97491199,315048,101,8,2,13
85272965,275836,58,8,2,26
108598980,351344,32271,3,2,11
38911702,126395,33926,8,2,12
70359220,227720,597,7,2,1
99196511,320541,32491,10,2,4
51040150,165447,10620,9,2,26
10957803,35682,8190,7,2,1
12050793,39164,191,7,2,1
18588210,60199,1575,9,2,25
90066167,291080,9367,10,2,12
95149523,307529,1342,6,2,1
57270927,185796,2144,6,2,1
79303073,256814,20543,4,2,1
79257188,256639,79,5,2,24
98605851,318629,11981,8,2,1
68754718,222414,889,8,2,12
97010860,313447,37520,10,2,24
91664803,296168,9367,8,2,12
16140965,52406,12115,9,2,1
41365191,134099,28221,6,2,12
2413835,8095,1887,8,2,24
9636433,31434,66,7,2,26
24160998,78366,37055,7,2,1
92975354,300354,2449,9,2,1
47507093,154239,25879,8,2,13
22674438,73396,1430,7,2,1
28014720,90740,157,6,2,26
98273246,317475,10620,9,2,26
55656046,180659,25365,5,2,1
62091468,201155,14289,10,2,13
92677063,299367,20,7,2,220
75509799,244492,4106,9,2,1
38560360,125268,101,8,2,13
13587687,44160,12661,10,2,1
21209569,68626,37779,8,2,12
22061835,71406,15039,4,2,1
68931816,222981,33489,9,2,25
85345286,276085,31964,9,2,13
77610108,251383,1571,5,2,25
65331624,211438,2403,10,2,12
26420884,85596,25835,9,2,24
77861436,252071,25835,7,1,8
7260617,23819,1535,10,2,37
72438253,234475,28825,8,2,12
29389246,95253,9801,4,2,1
20214372,65313,2167,7,2,23
67602407,218731,6964,1,2,1
17824752,57819,10793,6,2,22
44902588,145721,20,4,2,220
103199987,333485,1887,7,2,24
80291524,260040,1575,10,2,25
66880324,216437,1,8,2,26
65784364,212904,889,6,2,12
101578302,328160,896,7,2,1
24408144,79154,3087,8,2,1
17446021,56617,9253,10,2,24
25760509,83521,902,9,2,1
1494696,5181,2454,6,2,1
65553338,212151,37936,8,2,3
85226173,275688,23281,9,2,11
90048662,291013,10620,10,2,26
96168362,310743,31181,7,2,12
69574301,224963,1535,10,2,37
63356424,205307,7711,7,2,1
24310346,78828,31588,9,1,14
61532805,199285,37105,4,2,12
87275044,282183,9253,9,2,24
65994849,213602,25879,8,2,13
955139,3256,1535,10,2,37
4768216,15746,801,10,2,26
81516883,263969,13667,7,2,1
78771812,255088,31043,9,2,12
65490379,211942,10620,8,2,26
17126859,55524,37779,7,2,12
90987901,293999,12565,7,2,1
76488341,247797,18671,8,2,12
53672904,174025,5630,8,2,11
42562649,138002,1033,10,2,1
25085172,81405,1238,10,2,1
65439094,211796,20,10,3,121
101044505,326449,27989,8,2,13
54866314,177966,33489,7,2,25
30034148,97361,10620,4,2,26
25592196,83035,2508,5,2,12
99714117,322141,19163,4,2,10
555674,1845,1535,9,2,37
71732879,232144,355,8,3,12
90719488,293097,1575,7,2,25
55170895,179026,16918,8,2,11
24254775,78646,3782,8,2,1
104523885,337816,298,7,2,12
12855344,41819,844,10,2,1
78804213,255193,16157,7,2,12
24470324,79370,527,5,2,276
74677928,241752,12967,9,2,12
106153929,343225,5205,9,2,1
72607295,234983,357,9,2,8
62026243,200959,2006,8,2,1
72543274,234788,31636,7,2,12
75500139,244452,9253,10,2,24
18024564,58398,2931,6,2,24
62347078,201971,28979,9,2,12
746444,2489,9000,7,2,1
96088885,310511,28121,7,2,13
31633227,102595,2034,8,2,24
51964240,168570,1430,7,2,1
25816773,83742,520,9,2,1
77455285,250897,25879,8,2,13
84716123,274126,14713,9,2,13
79957334,259022,20,7,2,220
45527682,147662,8190,8,2,1
99460981,321413,23281,9,2,11
30488910,98792,884,7,2,1
38383943,124687,1363,10,2,1
22294918,72159,21855,9,2,5
59047582,191363,2890,10,2,1
61529342,199273,1096,9,2,1
95468552,308504,815,6,2,1
107746770,348606,1575,8,2,25
102367904,330761,35851,9,2,1
10511697,34261,20583,8,2,25
59149089,191701,530,10,2,46
65363343,211550,13601,10,2,22
94882390,306616,10012,9,2,12
8399819,27426,10196,8,2,1
53380832,173126,527,7,2,276
35042093,113698,28121,8,2,13
3573175,11836,39545,6,2,1
68619296,222070,13601,8,2,22
81095703,262587,2963,8,2,13
46924499,152233,1,9,2,26
55139278,178930,369,10,2,12
22658540,73339,10620,8,2,26
68404586,221361,2167,9,2,23
56332564,182743,37349,7,2,12
88391454,285641,14247,6,2,1
95971046,310157,1575,10,2,25
14793617,48022,9253,8,2,24
65904690,213324,28891,8,2,25
88571050,286226,10521,7,2,13
39922104,129752,5583,7,2,1
102640646,331731,889,7,2,12
58249963,188914,11887,8,2,13
86929885,281064,35503,6,3,2
92674243,299362,12679,8,2,13
69100711,223502,39587,10,2,13
42961507,139328,243,8,2,13
17076312,55350,895,5,2,1
54159145,175602,20,9,2,220
68964934,223084,33926,8,2,12
33876185,109829,437,8,2,1
63474957,205689,13411,10,2,1
28689648,92992,431,3,2,1
56571596,183484,32491,8,2,4
10057789,32770,437,8,2,1
23468402,76003,8246,7,2,1
105147480,339866,13601,7,2,22
99943266,322915,38408,8,2,25
104109780,336585,32615,8,2,12
84382678,273027,39565,10,2,1
66943452,216656,9253,9,2,24
65584070,212260,37779,8,2,12
98829469,319331,37999,5,3,3
32749819,106239,33983,7,2,13
13671110,44435,34096,9,2,12
620174,2060,1571,2,4,3
92819666,299841,527,6,3,0
57489399,186506,31181,10,2,12
89501567,289284,1575,10,2,25
50370274,163303,12967,8,2,12
2454088,8239,6547,7,2,13
90110322,291207,9367,4,2,12
91819412,296629,210,6,6,26
81203280,262963,20,7,2,220
56033052,181852,10417,8,2,1
78762204,255057,8246,10,2,1
76763450,248675,37430,9,2,24
75492836,244429,14407,8,2,1
9730605,31716,37779,8,2,12
81153227,262790,2034,7,2,24
91068184,294240,1575,9,2,25
82870000,268315,467,7,2,26
45569475,147778,1575,2,2,25
41283944,133831,10620,7,2,26
85602265,276861,31964,9,2,13
77958563,252382,14741,8,2,12
105743950,341803,1535,8,2,37
78077449,252721,1313,7,2,50
54682804,177373,2403,7,2,12
37364319,121429,31964,7,2,13
48673128,157927,36946,9,2,1
9654819,31495,38481,8,2,25
81668638,264389,14353,7,2,1
57559914,186749,2685,7,2,3
85982028,277995,12967,6,2,12
40335529,130899,3006,5,1,4
82384300,266771,249,9,3,63
10901357,35497,431,10,2,1
41448352,134381,37430,10,2,24
22962717,74262,6211,7,2,11
8083205,26390,114,8,1,3
15667923,50827,28121,8,2,13
99365886,321113,10620,4,2,26
30807962,99816,15039,8,2,1
15083129,48962,10716,7,2,1
1412126,4897,1887,7,1,12
75425734,244205,13667,10,2,1
98632607,318701,37999,10,2,12
24586990,79716,36934,8,6,11
89882969,290498,6895,7,2,12
12963807,42159,34055,7,2,12
34876810,113184,31405,6,2,12
30010202,97283,1575,10,3,13
35493056,115176,25681,7,2,12
105383707,340699,28121,8,2,13
15645167,50772,27989,4,2,13
41063103,133156,37999,9,2,12
37410998,121586,1535,9,2,37
93248034,301257,18671,8,2,12
59744809,193634,8525,4,2,12
93137599,300921,16353,8,2,13
101617534,328265,76,6,3,2
7385144,24196,210,8,2,161
20098431,64928,20583,8,2,25
24416548,79191,2167,3,4,4
19484110,62990,31405,7,2,12
106587695,344726,1,9,2,26
108870853,352256,9465,10,2,1
52782728,171200,1887,8,3,16
48801327,158339,25045,7,2,13
94429854,305112,25157,9,2,12
20693261,66956,22961,9,2,1
41668756,135079,13119,7,2,1
878454,2981,23273,10,2,22
51969512,168590,431,8,2,1
91935656,296996,10620,9,2,26
3643135,12066,384,6,2,13
4157884,13707,32182,8,2,12
37508942,121851,12711,6,1,11
8529653,27852,32606,4,2,13
6475275,21217,25157,6,2,12
47826077,155295,31964,10,2,13
18915998,61200,18671,5,2,12
7134542,23403,319,4,2,3
18201661,58939,25157,2,2,12
27564840,89344,20,9,2,220
13647862,44342,801,8,2,26
68520533,221736,249,9,2,167
42579648,138063,28623,8,2,12
104463789,337633,1535,9,2,37
35017445,113629,17947,8,2,1
86147775,278502,34055,7,2,12
548353,1806,1575,10,2,25
10668948,34745,437,8,2,1
29359438,95173,527,9,2,276
109114352,353057,7711,7,2,1
63289827,205106,15197,8,2,1
104592900,338026,25157,8,2,12
37589175,122094,31716,7,2,13
16954791,54922,10793,8,2,22
67481235,218381,14741,5,2,12
84092710,272062,34039,9,2,1
10652325,34691,34299,7,2,1
78573855,254374,50,8,2,24
16609226,53821,2034,8,2,24
20886859,67642,12893,6,2,6
55093577,178759,1535,7,2,37
69598740,225061,8525,8,2,12
36667152,119044,31163,5,2,12
16150268,52425,28121,6,2,13
68046233,220142,1535,8,2,37
95355399,308160,38408,6,2,25
47959349,155732,11887,8,2,13
25706231,83362,1575,10,2,25
98665023,318828,25835,9,2,24
83524375,270321,6211,6,2,11
7786322,25488,10012,7,2,12
26769809,86772,597,7,2,1
74422876,240947,14289,7,2,13
44449812,144216,25859,7,2,13
33882181,109851,597,9,2,1
102529459,331329,1292,8,2,5
44699413,145062,10620,8,2,26
99859466,322658,28623,6,2,12
42270386,137004,512,8,2,1
66860822,216370,32182,7,2,12
41247105,133728,12671,7,2,1
72406246,234384,4106,7,2,1
3299963,11027,101,7,2,13
11746805,38190,23281,9,2,11
876270,2976,8190,7,2,1
63409721,205487,916,2,2,13
58175784,188687,2167,9,2,23
29490167,95540,901,6,2,1
74108902,239941,12053,7,6,1
70285894,227479,11771,3,2,25
826325,2788,12671,6,2,1
33349759,108012,9253,10,2,24
70347035,227675,14741,8,2,12
45932451,148943,20543,6,2,1
70194276,227192,34449,1,4,0
46527505,150963,1516,4,4,0
21067258,68182,10155,6,2,13
70579375,228365,512,9,2,1
107232280,346899,15775,6,4,1
57809962,187474,25879,8,2,13
35474735,115104,11887,6,2,13
64589714,209094,10686,5,2,1
108330295,350484,50,5,2,24
82229081,266257,512,6,2,1
61615283,199559,2890,7,2,1
41933723,135905,30347,5,2,2
50025556,162266,10620,6,2,26
33351941,108020,2034,8,2,24
107199714,346796,1575,9,2,25
82475852,267069,6895,9,2,12
18299584,59268,23725,9,2,3
72687079,235223,23837,6,2,1
76287803,247122,28891,7,2,25
61373211,198826,31964,8,2,13
49402245,160195,15197,7,2,1
69896156,226149,1972,9,2,26
33222584,107622,801,9,2,26
23915965,77525,14353,7,2,1
33568032,108800,325,8,2,25
44368628,143961,8100,7,2,1
17246670,55938,32182,8,2,12
17763831,57665,32271,4,2,11
55954545,181617,210,8,4,0
36839072,119641,37430,8,2,24
64937280,210209,20,9,2,220
25161056,81657,31043,6,2,12
39115774,127012,9253,10,2,24
21269939,68807,6547,8,2,13
7448572,24415,14227,8,2,13
79696743,258146,37779,8,2,12
109092496,352982,249,10,2,167
84648514,273913,15335,8,2,1
14877006,48306,12053,7,2,1
28165006,91226,2167,8,2,23
67246768,217614,23281,6,2,11
42989287,139393,6547,6,2,13
58994396,191191,1575,9,2,25
64952617,210248,23273,9,2,22
32461139,105339,985,5,2,1
92525307,298829,10793,5,2,22
86325144,279086,18671,8,2,12
105058572,339573,30419,8,2,1
23959490,77673,37349,9,2,12
45086891,146296,37520,8,2,24
63181075,204771,12711,4,2,13
1419762,4917,14713,10,2,13
71804076,232347,36286,7,2,1
106602989,344777,41468,7,2,3
63164407,204730,30485,4,2,12
100540965,324820,1367,10,2,1
2132782,7181,33489,5,2,25
89273962,288495,19685,6,2,13
80589155,260931,16049,9,2,24
61754097,200049,1120,7,2,1
103720571,335278,759,9,2,1
11286849,36742,467,9,2,26
33130123,107325,1575,10,2,25
35151400,114039,1254,7,2,114
59688196,193436,20,9,2,220
95628104,309070,36903,10,2,12
103430238,334308,28623,7,2,12
58560884,189785,1047,6,2,1
49934333,161961,249,6,3,30
5307337,17445,20,8,2,220
81519391,263975,350,7,2,51
66689990,215791,8768,6,2,1
13417611,43593,10620,3,4,2
60602178,196419,7597,4,2,1
20196108,65253,31964,6,2,13
71365246,230958,166,9,2,26
89490377,289239,1245,7,2,1
96457987,311705,8359,6,2,1
92999153,300428,32648,3,2,12
6571102,21546,1575,7,4,1
52156597,169208,18671,8,2,12
37074342,120426,1575,10,2,25
56579601,183508,467,6,3,3
71075515,230032,869,8,2,1
9907820,32296,2053,5,2,1
51651655,167529,431,9,2,1
35193336,114208,37430,9,2,24
24021917,77914,12893,7,2,6
55140335,178933,50,7,2,24
38283856,124352,31964,8,2,1
82594002,267499,9253,7,2,24
86938847,281087,20583,7,2,25
104600677,338055,12875,7,2,39
107318110,347189,20583,10,2,25
59548608,192956,10711,6,2,12
69279883,224051,6547,9,2,13
88313010,285357,1397,6,6,0
11636886,37869,527,5,4,0
9744625,31767,28623,6,2,12
87396879,282570,30,9,2,26
31441670,101954,437,8,2,1
6938574,22766,1,7,2,26
63303047,205142,531,7,2,1
106000679,342714,28121,10,2,13
27306777,88493,431,8,2,1
50786142,164625,34096,7,2,12
68988697,223162,20,7,2,220
15786357,51239,37569,6,4,5
49465434,160407,12565,6,2,1
101835761,329004,11771,9,2,25
19235907,62184,2963,8,2,13
32840506,106525,13601,7,2,22
29791389,96530,32615,8,2,12
9298597,30364,355,9,2,24
22249852,71994,1546,7,2,26
78840036,255295,4107,8,2,1
83705771,270927,8888,5,2,1
18499304,59920,31716,6,4,5
51058741,165504,4106,7,2,1
11313916,36826,5205,9,2,1
88081643,284637,23281,8,2,11
21514786,69601,861,10,2,24
11057359,35988,8246,7,2,1
40188535,130485,76,7,2,13
52871425,171504,10620,10,2,26
69714656,225480,31163,6,2,12
69757581,225660,1535,10,2,37
95765926,309478,101,7,2,13
63379194,205389,16419,6,2,49
95353873,308155,28891,8,2,25
41298491,133887,1575,7,2,25
78528800,254200,38481,9,2,25
14779592,47979,23281,8,2,11
23034644,74515,2167,8,2,23
50486534,163682,34540,5,2,1
23361092,75632,36023,4,2,26
9653473,31495,10155,8,2,13
42210421,136836,14713,7,3,1
26444141,85675,35503,8,2,12
64008897,207309,32615,8,2,12
33247887,107677,889,8,2,12
50145932,162623,513,10,2,1
63963013,207197,6547,8,2,13
91204077,294708,6864,9,3,1
8767391,28642,35842,1,2,1
92023502,297268,9014,6,2,2
11493052,37405,1925,5,2,1
103226620,333602,13601,9,2,22
45128778,146447,889,10,2,12
13068673,42512,12695,8,2,2
82091385,265776,3503,4,4,0
57252721,185737,1535,9,2,37
32690482,106059,31716,7,2,13
51488556,166923,28121,8,2,13
19857040,64114,527,10,2,276
92134338,297627,15775,8,2,2
31493883,102144,25045,7,2,13
67852404,219493,431,8,2,1
87024573,281306,861,8,2,24
18320702,59340,20583,7,2,25
76093299,246482,25835,4,4,3
31887599,103385,28825,7,2,12
9610153,31358,2963,10,2,13
64468186,208722,665,9,2,7
66825736,216229,369,7,2,12
89797551,290245,31964,9,2,13
7039005,23096,20583,9,2,25
89950654,290675,325,1,4,0
93091625,300731,28979,8,2,12
71586576,231657,249,9,4,44
32229157,104571,31964,10,2,13
106688366,345090,6535,7,2,1
73095307,236594,12967,5,2,12
37939511,123166,1,5,2,26
81473606,263814,37430,9,1,19
100600002,325018,512,9,2,1
88255396,285186,28891,9,2,25
45367968,147214,2043,8,1,25
102789235,332244,1361,6,2,1
73207300,236974,471,5,2,13
81325698,263351,1535,9,2,37
103841043,335686,5597,8,2,13
92623570,299187,11783,9,2,13
17501403,56821,10408,9,2,1
55530744,180249,20,7,2,220
31767332,103011,20,5,2,220
27464793,89015,37105,8,2,12
93948403,303592,31580,7,2,13
48598396,157675,597,10,2,1
75063176,243039,25429,6,2,10
26517601,85934,2449,9,2,1
80232062,259849,901,7,2,1
23257414,75272,20903,6,2,1
84006592,271768,512,10,2,1
64089989,207601,37999,10,2,12
35649003,115685,1535,8,4,18
70848961,229328,8247,7,2,1
35088232,113858,28623,3,4,2
20091072,64911,17121,9,2,1
4475434,14712,1887,6,2,24
605317,2018,2144,4,2,1
50625151,164144,15927,8,2,1
37738358,122536,10408,6,2,1
79443561,257277,30778,8,2,1
69017735,223260,36903,7,2,12
99311691,320928,37779,10,2,12
51970667,168591,2449,6,2,1
6840045,22441,9355,7,2,1
50865561,164905,14227,8,2,13
39485095,128252,2680,7,1,3
79256380,256637,31964,9,2,13
3391994,11249,30585,6,2,1
22496749,72821,12413,6,1,5
4607445,15201,18671,7,2,12
83645858,270739,384,10,2,13
10355986,33741,32615,8,2,12
28374274,91966,23273,10,2,22
18230762,59032,6927,10,2,1
68939979,223012,33010,7,2,6
4225838,13919,33489,9,2,25
5757658,18898,512,8,2,1
45186066,146645,16732,7,2,12
77986762,252464,1361,4,2,1
21489485,69511,2890,10,2,1
92577483,299010,36371,9,2,4
47993603,155846,9000,5,2,1
12380261,40238,1535,7,2,37
15419562,50072,25157,3,2,12
91754714,296451,21067,6,2,12
105286249,340359,13411,6,2,1
63336043,205238,4896,7,2,26
88964203,287397,10521,9,2,13
96233248,310955,722,5,2,1
67697647,219056,2780,4,2,1
85774265,277371,38992,9,2,12
26675060,86448,2026,7,2,52
105417419,340811,101,7,2,13
92293453,298036,1535,10,2,37
50584379,164020,4886,9,2,1
67159714,217363,512,8,2,1
22484886,72787,527,3,2,276
78257458,253307,530,10,2,46
2626206,8857,12223,7,2,1
94168756,304315,39741,8,2,1
34214541,110961,1535,6,2,37
55905693,181441,145,7,2,26
11233566,36586,20509,10,2,10
61501713,199202,14227,9,2,13
98984276,319843,15911,7,2,12
394555,1266,17549,5,4,3
67974708,219925,13601,8,2,22
78674905,254739,467,8,2,26
46481499,150819,14407,8,2,1
85042179,275166,18671,3,2,12
63345945,205275,1575,9,2,25
1599535,5499,9367,6,2,12
15559578,50508,12565,7,2,1
33380410,108136,31043,9,2,12
7846362,25678,906,6,2,1
42197980,136803,8525,6,2,12
42479981,137717,2891,6,2,1
66172745,214207,37779,8,2,12
42898164,139125,30,10,2,26
75598170,244784,14131,9,2,12
91765426,296486,8230,10,2,1
68565897,221874,15039,9,2,1
53228600,172618,16157,7,2,12
58402073,189320,841,3,2,16
61965176,200755,14741,5,2,12
85858220,277640,431,8,2,1
66050730,213783,18671,8,2,12
9882561,32198,10793,6,2,22
104293216,337119,10620,8,2,26
75861276,245670,1575,10,2,25
41511012,134575,11981,8,2,1
27295731,88455,31043,10,2,12
61752624,200043,9926,8,2,12
38222617,124144,12413,9,2,12
42578815,138059,14289,7,2,13
105730970,341768,1571,9,2,25
33790132,109539,6547,7,2,13
84131109,272185,210,7,2,161
62629766,202921,2167,6,3,2
17046583,55226,32491,7,2,4
95844715,309725,6634,8,2,12
66676780,215748,8525,8,2,12
12196931,39650,25015,7,2,1
48889085,158595,10278,7,2,25
6734677,22054,759,7,2,1
71341534,230889,5630,9,2,11
68169158,220554,10012,9,2,12
13253372,43091,36286,7,2,1
99181811,320496,13601,10,2,22
11388582,37098,431,8,2,1
67762569,219262,76,7,2,13
82146562,265951,10793,9,2,22
96819132,312773,2780,7,2,1
106934977,345915,25879,10,2,13
72206402,233697,530,8,2,46
83645980,270739,36215,10,2,1
13646232,44342,36032,5,2,1
57927821,187897,460,8,2,1
65865903,213177,8246,8,2,1
55085136,178734,32182,8,2,12
104858094,338901,14713,7,2,13
107348982,347275,1535,9,2,37
83558480,270438,33280,9,2,1
64779993,209677,437,9,2,1
31586208,102451,37779,8,2,12
93045048,300579,31964,8,2,13
74735818,241949,145,9,2,26
91411766,295346,19163,8,2,10
46158212,149708,6547,8,2,7
92561599,298967,2963,9,1,1
28759148,93182,20,8,2,220
97116086,313795,23293,10,2,1
97404819,314761,9926,7,2,12
74849081,242330,22,8,2,178
24369919,79035,31757,10,2,1
49370827,160098,20889,10,6,0
83471361,270182,527,6,2,276
24566254,79655,2471,7,2,1787
6172601,20293,1254,7,2,114
34130819,110693,889,9,2,12
81860129,264987,1575,8,2,25
2234896,7519,9253,9,2,24
104462865,337628,25879,7,2,13
41012132,132988,31297,6,2,1
31108670,100816,2581,9,2,25
69346473,224264,1535,8,2,37
3806718,12610,14227,9,2,13
35690874,115839,13601,8,2,22
35289488,114528,13601,8,2,22
96984931,313355,15227,8,2,1
50885515,164970,6637,7,2,1
102947289,332730,9611,8,2,3
78227104,253212,12413,10,2,12
83016636,268774,8129,10,2,11
2873659,9709,28121,4,2,13
68023325,220066,2890,8,2,1
101199437,326962,14227,8,2,13
72425718,234432,431,9,2,1
49078303,159211,889,9,2,12
85003937,275065,13171,6,2,1
49890393,161818,10716,6,2,1
53224644,172607,1535,9,2,37
102624183,331672,11981,7,2,1
49610923,160922,10620,7,2,26
92216241,297863,28891,10,2,25
22370934,72406,10620,9,2,26
76146088,246651,2026,9,2,52
68773971,222491,17549,7,2,12
63358935,205314,395,3,2,13
92308209,298092,28121,10,2,13
54395105,176406,191,4,2,1
100058096,323327,25519,9,2,12
108857492,352199,34096,10,2,12
7639892,25010,8129,9,2,11
91804414,296591,1352,8,2,3
48400630,157068,881,7,2,1
24037540,77972,91,10,2,3
76476013,247758,6211,7,2,11
34568114,112136,1887,8,2,24
99022503,319982,6288,8,2,1
93838485,303208,1710,6,2,56
1230767,4215,1535,10,2,37
8224902,26835,464,10,2,1
88054936,284571,481,6,2,224
85479761,276509,31163,7,2,12
66979416,216789,6547,6,2,13
71303943,230766,6895,6,2,12
36348189,118029,36032,10,2,1
12777039,41530,1,10,2,26
94660578,305849,16918,9,2,11
68209264,220680,50,8,2,24
21393891,69191,36999,7,2,1
8884568,29008,665,7,2,7
5453557,17903,14289,8,2,13
2618201,8828,974,9,2,1
82440355,266951,25157,8,2,12
58687826,190189,23281,7,2,11
86865950,280862,985,8,2,1
92567915,298988,10691,4,2,1
107024788,346236,10793,4,2,22
7117103,23353,10620,8,2,26
83462227,270148,9367,5,2,12
54656226,177291,37349,9,2,12
27279022,88401,9014,10,2,2
106317529,343823,31757,9,2,1
34877801,113188,40052,9,2,23
94581555,305586,481,8,2,224
40420325,131167,16353,5,4,4
107983964,349387,12565,6,2,1
99370758,321137,14741,7,2,12
34636134,112386,15335,10,2,1
19646493,63505,31757,8,2,1
91857341,296748,34445,8,2,6
19447898,62891,6547,6,2,13
66819052,216214,22433,8,1,1
35623436,115596,785,8,2,2
98637599,318720,37999,9,2,12
24514406,79506,39587,10,2,13
13471271,43770,32491,7,2,4
100208761,323757,19163,7,2,10
108075596,349687,355,8,2,24
52705386,170984,540,8,2,6
6289708,20660,2685,9,2,3
59235000,191988,1575,9,2,25
17445394,56613,10620,7,2,26
52813542,171321,1913,7,2,5
32389336,105101,17549,9,2,12
15450707,50167,2961,9,2,1
56259783,182507,28891,9,2,25
104306397,337145,14227,9,2,13
24263618,78675,1041,9,2,1
58690280,190200,8525,9,2,12
70520355,228215,1347,8,2,8
98368619,317815,1352,9,3,1
6461195,21173,37779,9,2,12
63941953,207131,2167,8,2,23
97747275,315842,2144,7,2,1
80386185,260301,20583,9,2,25
6217813,20424,8525,8,2,12
93838287,303208,1361,2,2,1
25273919,81993,20903,7,2,1
14611507,47429,25835,9,2,24
36479086,118478,37779,7,2,12
59261920,192076,21273,9,2,12
99469128,321433,38234,8,2,1
30039585,97382,19163,8,2,10
85992348,278028,35851,10,2,1
102122536,329997,8246,9,2,1
69875932,226081,16049,9,1,20
106311563,343801,431,8,2,1
63948353,207148,25835,10,2,24
57524084,186629,431,9,2,1
56060923,181939,17187,8,2,1
105596641,341426,2899,6,2,1
42267122,136995,32182,10,2,12
9787958,31891,16732,8,2,12
94280666,304667,20583,9,2,25
71735998,232156,9367,6,2,12
87881468,284047,325,7,2,25
80132631,259575,530,7,2,46
64163502,207836,1292,7,2,5
3266322,10929,14227,8,2,13
50028505,162275,31964,9,2,13
10480024,34147,23273,9,2,22
47406889,153883,18671,8,2,12
57693799,187158,9014,7,2,2
93447499,301950,14735,8,2,1
5344208,17567,20,7,2,220
81800094,264811,9924,5,2,1
28345287,91878,37520,8,2,24
93630766,302517,3087,7,2,1
21703653,70239,40052,9,2,23
50698517,164389,21855,8,2,5
39652426,128816,21067,6,2,12
86653303,280164,28121,8,2,13
28187541,91303,9253,10,2,24
4978254,16442,12711,8,2,13
51526649,167067,39014,7,2,1
73434507,237702,14227,9,2,13
49198562,159530,32615,9,2,12
76961210,249342,11887,8,2,13
34234395,111022,31988,9,2,13
21651733,70078,22961,6,2,1
5265823,17313,13601,8,2,22
86447872,279489,15335,8,2,1
82780452,268053,10521,8,6,0
28747337,93151,2167,9,2,23
78135550,252909,2043,7,3,6
58325424,189060,14511,7,2,13
37946864,123197,2994,7,2,2
83687535,270889,27989,7,2,13
77563976,251252,460,7,2,1
92747443,299613,11979,8,2,1
13174403,42836,13601,8,2,22
6106497,20050,31580,8,2,13
50041901,162324,2167,6,2,23
48358655,156936,759,9,2,1
34853126,113092,1571,8,2,25
77441999,250863,16904,8,2,1
46856609,152005,25879,9,2,13
54113576,175449,889,8,2,12
74389,266,2034,6,2,24
40742679,132127,431,10,2,1
23926234,77563,37704,5,2,1
101806300,328902,10884,5,2,12
81517117,263972,31636,5,2,12
37091317,120490,1575,8,2,25
41745529,135325,23273,8,1,18
103943497,336026,1259,8,2,1
96322899,311273,5348,7,2,1
101295663,327243,985,8,2,1
40003330,129996,13601,10,2,22
995983,3393,19685,8,2,13
45513250,147620,1535,8,2,37
23145057,74905,11887,9,2,13
14004952,45483,30,8,2,26
32990175,106963,23281,7,2,11
100800703,325644,40028,10,1,5
48216132,156490,6547,9,2,13
98051155,316764,464,8,2,1
45255918,146858,25879,7,2,13
83424340,270015,22961,7,2,1
3518382,11658,13667,4,2,1
93247347,301255,901,6,2,1
96538773,311952,101,7,2,12
16554280,53645,37430,9,2,24
91432805,295418,13667,10,2,1
101306969,327273,31964,6,2,13
73345233,237411,836,6,3,2
47299116,153520,2890,6,2,1
40414128,131153,11783,10,2,13
30116343,97617,2403,7,2,12
34038281,110396,431,10,2,1
65177481,210957,31561,6,2,1
27009602,87534,12017,7,2,1
694800,2325,14289,8,2,13
34551060,112079,32615,7,2,12
90501439,292430,31405,10,2,12
50777663,164598,34096,9,2,12
81769661,264714,38992,8,2,12
53264178,172742,11771,10,2,25
